id,neighborhood,house_style,lot_area,gr_liv_area,total_bsmt_sf,garage_area,year_built,year_remod,overall_qual,overall_cond,full_bath,half_bath,bedroom_abvgr,totrms_abvgrd,fireplaces,distance_to_downtown_km,school_rating,crime_index,median_income_area,has_pool,noise_1,noise_2,noise_3,sale_price,true_price_no_noise
2313,Hillcrest,1Story,9603.0,1034.0,677.0,284.0,1970,1997,4,5,3,1,6,10,1,1.42,1.0,9.8,69.7,False,1.677,0.967,73.0,289300.0,295257.0
2314,Lakeside,1Story,5254.0,1438.0,964.0,577.0,1915,1916,3,3,2,0,4,8,1,2.66,1.0,18.5,48.7,False,-0.048,0.462,61.0,318800.0,333744.0
2315,Hillcrest,1Story,6382.0,1880.0,746.0,327.0,1994,2001,4,1,1,2,2,3,0,6.22,1.0,34.8,84.6,False,0.192,0.701,21.0,330600.0,328642.0
2316,Hillcrest,1Story,7663.0,2197.0,894.0,570.0,1987,2012,6,5,2,2,5,9,0,1.51,6.0,26.0,68.4,False,-2.195,0.995,19.0,405800.0,402872.0
2317,Lakeside,2Story,7567.0,2632.0,1345.0,935.0,2009,2026,7,5,3,0,3,6,0,1.8,9.0,31.0,52.1,False,1.204,0.623,38.0,519100.0,508798.0
2318,Suburbia,SplitLevel,15410.0,1731.0,1168.0,369.0,1928,1929,1,10,2,1,5,6,0,9.27,1.0,44.7,53.7,False,0.746,0.779,81.0,261400.0,279417.0
2319,Riverside,1Story,8789.0,1676.0,477.0,,1930,1943,10,9,3,1,5,10,1,6.8,1.0,64.1,91.3,False,0.345,0.966,46.0,401100.0,399830.0
2320,Old Town,1Story,4607.0,1370.0,,539.0,1944,1948,1,3,1,0,5,6,1,3.1,7.0,51.0,63.0,False,-0.602,0.71,25.0,228200.0,230669.0
2321,Downtown,2Story,9380.0,2031.0,1064.0,340.0,1946,1965,5,2,1,2,6,6,2,2.54,6.0,36.1,79.1,True,0.066,0.132,58.0,423400.0,424127.0
2322,Downtown,1Story,9808.0,1687.0,1094.0,333.0,1900,1916,5,8,1,0,5,7,0,6.82,4.0,33.4,67.8,False,1.466,0.979,62.0,383200.0,367818.0
2323,Hillcrest,SplitLevel,7756.0,1699.0,667.0,0.0,1919,1926,4,5,1,0,3,4,2,12.09,1.0,57.0,36.4,False,0.362,0.804,61.0,269100.0,253209.0
2324,Downtown,2Story,5299.0,1798.0,1618.0,0.0,1960,1999,3,1,1,2,6,9,0,9.27,9.0,72.7,81.4,False,2.632,0.265,58.0,370000.0,357455.0
2325,Lakeside,2Story,14993.0,2153.0,1292.0,369.0,2021,2026,6,8,2,0,4,5,1,7.31,7.0,47.8,87.3,False,0.811,0.987,38.0,471400.0,470220.0
2326,Old Town,2Story,5572.0,1540.0,687.0,427.0,1916,1938,1,4,1,2,5,7,0,5.16,6.0,25.2,101.2,False,-0.919,0.08,37.0,293500.0,295879.0
2327,Lakeside,1Story,10212.0,1425.0,647.0,0.0,1930,1961,8,2,2,1,3,7,0,5.44,3.0,40.2,33.8,False,-0.411,0.94,37.0,328100.0,313162.0
2328,Lakeside,SplitLevel,8691.0,2087.0,854.0,459.0,2008,2020,7,7,1,1,6,6,0,4.84,10.0,46.6,22.0,False,-0.71,0.841,90.0,411700.0,390496.0
2329,Riverside,1Story,9999.0,500.0,811.0,0.0,1904,1942,8,8,1,1,6,8,0,12.85,1.0,23.9,79.5,True,0.858,0.275,43.0,305400.0,285616.0
2330,Riverside,1Story,14726.0,1518.0,1478.0,744.0,1912,1928,9,8,3,1,6,10,1,4.22,8.0,52.3,57.2,False,1.154,0.86,90.0,414400.0,408364.0
2331,Riverside,1.5Story,9863.0,1217.0,1363.0,280.0,2012,2026,9,3,2,0,3,7,0,3.2,8.0,,42.3,False,1.716,0.06,31.0,334300.0,333759.0
2332,Hillcrest,1.5Story,6664.0,2512.0,965.0,563.0,1931,1954,2,6,1,2,6,7,0,12.43,,58.3,69.9,True,-0.332,0.952,34.0,405900.0,397316.0
2333,Suburbia,2Story,11933.0,1607.0,1235.0,448.0,1938,1961,9,5,2,1,5,7,1,15.38,7.0,15.5,59.9,False,0.468,0.605,35.0,382100.0,372794.0
2334,Downtown,2Story,6497.0,1542.0,1296.0,380.0,1901,1926,6,9,3,0,2,5,0,1.29,4.0,0.2,45.0,False,1.28,0.521,34.0,385000.0,389908.0
2335,Hillcrest,1Story,8580.0,1823.0,974.0,632.0,1951,1985,2,2,1,0,6,7,2,21.46,5.0,27.1,66.5,False,1.55,0.991,32.0,325900.0,328323.0
2336,Suburbia,1.5Story,5153.0,1523.0,1119.0,226.0,2025,2026,10,9,1,2,4,7,2,15.28,5.0,35.5,78.2,True,-1.231,0.026,65.0,412900.0,375189.0
2337,Suburbia,1.5Story,5644.0,1629.0,1200.0,120.0,2024,2026,9,4,3,1,4,8,0,6.74,9.0,0.0,71.1,True,0.62,0.512,96.0,376600.0,381590.0
2338,Hillcrest,1.5Story,8250.0,1903.0,1155.0,,1980,1988,3,7,2,0,3,4,1,3.62,8.0,22.8,71.3,False,-1.193,0.735,28.0,395800.0,385248.0
2339,Riverside,SplitLevel,9217.0,1618.0,623.0,438.0,1985,1994,9,6,3,0,6,11,2,3.22,5.0,60.7,76.0,False,-0.602,0.112,30.0,354600.0,360966.0
2340,Downtown,2Story,4466.0,1614.0,665.0,244.0,1981,2001,8,4,1,0,2,3,2,9.94,8.0,45.7,37.6,False,-1.307,0.015,30.0,345500.0,347056.0
2341,Lakeside,1Story,9644.0,1294.0,829.0,186.0,1987,2008,5,3,3,2,3,8,0,7.18,10.0,37.8,67.1,False,-0.621,0.615,24.0,341400.0,352855.0
2342,Downtown,2Story,6083.0,1215.0,653.0,769.0,1965,1991,2,4,1,0,4,5,2,3.06,7.0,13.9,72.3,False,-1.45,0.338,2.0,339500.0,350844.0
2343,Suburbia,SplitLevel,12681.0,1883.0,331.0,534.0,1925,1930,8,7,1,0,2,4,1,2.16,4.0,60.0,61.2,False,-1.182,0.482,0.0,334800.0,327136.0
2344,Hillcrest,1Story,7164.0,2019.0,1234.0,463.0,2009,2026,10,7,2,0,3,7,2,9.8,1.0,26.7,53.1,False,-0.905,0.622,9.0,410000.0,403859.0
2345,Suburbia,2Story,5468.0,1065.0,1095.0,811.0,2010,2026,2,7,2,2,5,9,0,2.33,9.0,36.9,54.6,False,0.303,0.386,14.0,323400.0,300625.0
2346,Downtown,2Story,8321.0,2268.0,387.0,0.0,1918,1942,1,7,2,1,4,5,2,7.03,1.0,43.1,62.7,False,0.034,0.215,65.0,324900.0,324610.0
2347,Suburbia,1.5Story,5880.0,2270.0,849.0,743.0,1911,1941,3,1,3,2,6,9,2,4.87,6.0,38.4,84.5,False,-1.644,0.239,12.0,365600.0,363711.0
2348,Suburbia,1.5Story,12634.0,2386.0,873.0,271.0,1999,2026,3,4,2,2,6,7,0,11.82,1.0,64.8,95.5,False,2.741,0.187,32.0,332500.0,333020.0
2349,Downtown,1.5Story,8105.0,2015.0,1026.0,265.0,1905,1922,4,4,3,1,2,6,2,11.92,9.0,46.5,91.8,False,-0.489,0.716,46.0,388500.0,400488.0
2350,Downtown,2Story,7684.0,2200.0,496.0,559.0,2001,2020,10,4,2,1,3,5,0,2.29,1.0,41.8,39.9,False,-1.329,0.134,8.0,405200.0,397950.0
2351,Downtown,SplitLevel,9968.0,3052.0,381.0,,2023,2026,10,4,2,0,6,10,2,8.37,7.0,33.3,51.1,False,0.583,0.972,47.0,458800.0,460890.0
2352,Suburbia,1.5Story,5700.0,1684.0,1168.0,660.0,1904,1927,7,2,3,2,6,10,2,2.23,8.0,43.6,79.8,False,-0.005,0.005,93.0,355000.0,372785.0
2353,Lakeside,1.5Story,5161.0,1275.0,306.0,199.0,2000,2008,3,10,2,2,2,4,0,1.16,8.0,,91.4,True,-0.813,0.304,0.0,387300.0,373561.0
2354,Riverside,1.5Story,9348.0,1006.0,852.0,,1916,1942,3,1,2,0,5,6,2,9.52,6.0,38.8,50.6,False,0.391,0.803,29.0,261600.0,268682.0
2355,Hillcrest,SplitLevel,5514.0,2816.0,813.0,618.0,1936,1953,1,6,3,0,3,6,2,5.91,6.0,28.2,71.3,True,-0.672,0.09,8.0,419100.0,415045.0
2356,Suburbia,SplitLevel,5514.0,2823.0,898.0,0.0,1968,1977,8,5,1,1,6,9,1,0.9,6.0,25.0,47.6,False,-0.296,0.588,20.0,373400.0,368831.0
2357,Riverside,1Story,10860.0,1341.0,1056.0,395.0,1985,2004,3,8,2,2,4,5,0,1.59,8.0,16.7,73.0,False,1.466,0.291,84.0,342300.0,339676.0
2358,Riverside,1Story,9738.0,1450.0,1621.0,543.0,1911,1949,9,9,1,1,2,5,1,1.27,1.0,29.6,56.4,False,0.124,0.965,52.0,369000.0,381402.0
2359,Old Town,1Story,5225.0,1672.0,278.0,336.0,1913,1936,7,7,2,0,3,6,2,2.5,9.0,28.3,71.3,True,0.614,0.219,34.0,349900.0,332604.0
2360,Downtown,SplitLevel,6524.0,2523.0,1318.0,413.0,1935,1949,5,8,2,1,6,9,0,6.99,8.0,71.6,46.2,False,-0.522,0.071,83.0,393000.0,401973.0
2361,Suburbia,1Story,5906.0,1142.0,0.0,0.0,1985,2003,10,3,2,2,5,7,2,7.49,10.0,54.8,38.6,False,0.153,0.614,91.0,217500.0,247904.0
2362,Downtown,2Story,15089.0,768.0,1535.0,339.0,1950,1974,2,10,3,0,2,4,0,5.02,1.0,32.3,123.8,False,-0.771,0.376,87.0,385900.0,375374.0
2363,Riverside,2Story,11127.0,3042.0,92.0,421.0,1934,1940,5,1,3,1,6,8,2,5.02,3.0,26.5,69.2,False,-0.815,0.904,51.0,407900.0,397782.0
2364,Old Town,SplitLevel,6993.0,2022.0,1973.0,381.0,1919,1941,3,7,1,2,6,8,1,15.12,3.0,47.3,106.4,False,-0.412,0.915,30.0,341000.0,355827.0
2365,Suburbia,SplitLevel,9914.0,2100.0,786.0,0.0,2022,2023,2,2,2,0,4,6,2,10.4,5.0,73.8,95.2,False,-0.695,0.795,50.0,286200.0,286253.0
2366,Suburbia,SplitLevel,5041.0,1737.0,1492.0,252.0,1988,2022,10,3,1,0,2,3,0,8.59,9.0,50.9,38.6,False,1.038,0.129,74.0,343700.0,330342.0
2367,Lakeside,1Story,6403.0,2106.0,1405.0,,2024,2026,7,9,3,2,4,9,0,26.69,8.0,0.6,74.5,False,0.579,0.658,43.0,497600.0,480082.0
2368,Hillcrest,1.5Story,8406.0,1017.0,767.0,380.0,1962,1966,2,7,2,0,2,4,1,12.47,7.0,52.3,44.7,False,-2.292,0.092,52.0,269000.0,261390.0
2369,Hillcrest,SplitLevel,9493.0,1387.0,799.0,513.0,2003,2022,2,7,3,0,3,6,2,4.47,4.0,55.8,62.7,False,1.724,0.025,77.0,311200.0,300974.0
2370,Riverside,1Story,7831.0,1908.0,598.0,179.0,1980,2016,4,9,3,0,3,8,2,4.06,1.0,79.0,34.1,False,0.641,0.197,59.0,283600.0,274755.0
2371,Riverside,2Story,8838.0,601.0,1281.0,677.0,1966,2005,9,3,1,2,5,5,2,9.21,7.0,30.0,39.7,False,1.145,0.494,75.0,322500.0,324214.0
2372,Hillcrest,SplitLevel,8328.0,1684.0,772.0,0.0,1959,1964,2,7,1,1,5,5,2,21.3,1.0,37.8,52.6,False,-0.171,0.451,44.0,247700.0,261151.0
2373,Hillcrest,2Story,7652.0,1650.0,606.0,0.0,1963,1974,8,3,1,0,2,3,2,1.73,3.0,44.0,58.2,True,-1.494,0.776,80.0,342200.0,345396.0
2374,Lakeside,1Story,7305.0,1684.0,1176.0,390.0,1951,1956,2,5,3,0,6,8,2,4.35,5.0,19.7,68.7,False,-1.324,0.523,17.0,389600.0,375710.0
2375,Hillcrest,1.5Story,6980.0,1547.0,573.0,599.0,1980,1995,4,5,1,2,5,6,0,0.49,8.0,17.9,49.3,False,1.707,0.264,69.0,348600.0,334801.0
2376,Downtown,1.5Story,8788.0,1302.0,812.0,120.0,1962,1997,6,7,3,0,5,7,0,5.19,7.0,43.0,70.7,False,-1.627,0.14,82.0,347700.0,345172.0
2377,Suburbia,2Story,9356.0,848.0,995.0,328.0,2022,2026,2,1,1,2,5,7,0,2.98,2.0,4.1,88.4,False,-1.446,0.57,41.0,262200.0,266348.0
2378,Suburbia,1.5Story,8686.0,1930.0,680.0,441.0,2013,2023,4,1,1,1,5,5,1,1.76,3.0,8.7,72.9,False,-0.433,0.675,54.0,342700.0,321223.0
2379,Downtown,2Story,5364.0,1685.0,744.0,0.0,1958,1971,3,1,2,0,5,6,0,0.88,9.0,51.3,66.8,False,-1.385,0.213,61.0,325600.0,324073.0
2380,Suburbia,SplitLevel,5712.0,1094.0,1595.0,861.0,1949,1974,1,3,3,1,3,6,1,10.92,6.0,45.0,74.1,False,0.533,0.632,40.0,297900.0,290000.0
2381,Suburbia,2Story,9317.0,1884.0,864.0,406.0,1995,2019,1,6,2,0,5,8,1,5.0,7.0,60.0,42.2,False,0.611,0.86,48.0,268400.0,283321.0
2382,Lakeside,1.5Story,13563.0,1688.0,,618.0,1980,1999,2,2,2,0,6,8,1,10.11,4.0,44.3,85.1,True,0.414,0.242,67.0,387400.0,388078.0
2383,Downtown,1.5Story,8547.0,1596.0,876.0,750.0,1929,1946,8,10,3,1,5,10,1,1.75,9.0,35.2,46.4,False,-0.614,0.819,74.0,430100.0,416665.0
2384,Downtown,2Story,7016.0,664.0,1141.0,567.0,2005,2026,1,5,1,1,4,7,2,1.73,,60.8,95.9,False,0.289,0.95,42.0,303200.0,320174.0
2385,Downtown,2Story,8765.0,2226.0,516.0,352.0,1985,2005,6,4,2,1,5,7,0,0.46,1.0,26.5,81.9,False,1.784,0.936,88.0,619300.0,402983.0
2386,Suburbia,1.5Story,5443.0,1172.0,1129.0,254.0,1978,2010,1,9,1,1,6,6,0,2.57,8.0,28.3,78.0,False,-1.434,0.141,84.0,289500.0,284422.0
2387,Old Town,2Story,12812.0,1885.0,1057.0,579.0,1998,2026,3,2,1,2,5,8,1,13.77,3.0,33.7,78.8,False,1.117,0.049,72.0,336300.0,318645.0
2388,Downtown,2Story,8650.0,1405.0,199.0,723.0,1928,1941,2,2,1,0,5,6,0,1.82,9.0,44.0,68.0,False,0.808,0.727,13.0,340800.0,328686.0
2389,Suburbia,1Story,6410.0,1636.0,1704.0,0.0,2000,2026,4,4,1,2,6,8,2,2.27,7.0,33.7,53.8,False,-0.105,0.382,38.0,324600.0,303683.0
2390,Downtown,SplitLevel,7644.0,2484.0,1564.0,657.0,1915,1948,8,1,1,0,3,6,1,0.82,2.0,5.3,51.0,False,0.166,0.178,2.0,456500.0,446239.0
2391,Riverside,1Story,6738.0,2142.0,614.0,875.0,1999,2007,5,7,1,0,3,5,0,17.68,1.0,29.7,99.5,False,0.357,0.447,92.0,397500.0,386496.0
2392,Suburbia,1Story,12824.0,2472.0,479.0,594.0,1974,1983,1,8,3,1,3,7,1,1.72,1.0,34.4,69.9,False,-0.977,0.543,56.0,322400.0,334236.0
2393,Hillcrest,SplitLevel,7549.0,2032.0,1046.0,284.0,1973,1979,2,4,2,1,3,5,0,3.58,3.0,37.3,47.9,False,-1.632,0.162,33.0,299800.0,311932.0
2394,Downtown,1Story,8556.0,2068.0,351.0,468.0,1991,2016,4,9,2,2,5,9,1,6.18,2.0,26.0,77.3,False,0.907,0.038,25.0,398400.0,377570.0
2395,Riverside,1Story,9905.0,870.0,1523.0,679.0,1939,1970,3,1,3,1,4,6,1,1.47,7.0,45.1,74.2,False,-1.245,0.782,68.0,308700.0,314289.0
2396,Old Town,1Story,6252.0,1675.0,753.0,420.0,1996,2026,6,6,3,2,6,9,0,20.6,2.0,2.8,62.1,False,-1.093,0.456,11.0,287300.0,294040.0
2397,Lakeside,1Story,8672.0,1726.0,1631.0,701.0,1903,1918,4,8,1,2,5,6,2,1.28,5.0,43.3,51.8,False,-0.516,0.244,36.0,383500.0,412061.0
2398,Lakeside,1Story,8920.0,2523.0,,449.0,1987,2015,8,4,2,1,5,6,0,1.01,4.0,70.9,81.2,False,0.284,0.955,3.0,452000.0,438914.0
2399,Downtown,1.5Story,4704.0,1572.0,903.0,513.0,2000,2001,3,10,2,0,6,8,0,2.24,7.0,22.9,85.0,False,-0.499,0.759,74.0,372500.0,386331.0
2400,Riverside,2Story,8852.0,1996.0,1482.0,404.0,1900,1926,7,5,2,2,6,7,1,1.51,1.0,36.2,73.8,False,-0.724,0.403,77.0,390500.0,400659.0
2401,Riverside,1.5Story,7974.0,1974.0,814.0,486.0,1987,2006,2,10,3,1,2,4,0,1.01,5.0,30.1,69.3,False,0.953,0.273,74.0,369000.0,355432.0
2402,Suburbia,2Story,8480.0,2487.0,1064.0,494.0,1997,2026,10,7,1,1,6,9,2,3.2,9.0,30.4,53.9,False,-0.333,0.729,95.0,407800.0,435153.0
2403,Suburbia,1Story,8205.0,1776.0,1409.0,203.0,1965,2004,10,3,1,2,6,8,1,5.85,3.0,14.4,76.6,False,-0.799,0.724,48.0,388000.0,371180.0
2404,Old Town,2Story,8872.0,2305.0,716.0,389.0,1976,1998,3,9,3,1,3,8,0,1.86,9.0,74.8,56.6,False,0.395,0.884,61.0,316700.0,326911.0
2405,Suburbia,1Story,12940.0,912.0,420.0,263.0,1907,1932,3,1,2,1,3,4,1,3.4,2.0,,45.1,False,0.059,0.013,86.0,194200.0,195993.0
2406,Lakeside,1.5Story,5362.0,962.0,337.0,395.0,2024,2026,1,2,1,2,4,5,2,12.46,8.0,,88.3,False,0.029,0.63,77.0,298400.0,307983.0
2407,Riverside,1Story,7189.0,594.0,1195.0,333.0,2021,2026,10,8,1,0,6,8,2,4.68,3.0,19.3,49.5,False,0.443,0.282,46.0,295600.0,312056.0
2408,Hillcrest,2Story,10232.0,2282.0,1113.0,622.0,1996,2001,1,10,1,2,5,6,1,2.0,4.0,36.2,33.9,False,-0.137,0.975,83.0,356600.0,365984.0
2409,Hillcrest,2Story,9589.0,2221.0,1396.0,624.0,1901,1921,1,4,1,1,4,4,2,3.89,6.0,0.0,91.6,False,0.845,0.025,77.0,415800.0,426018.0
2410,Old Town,SplitLevel,9517.0,2343.0,835.0,550.0,1954,1968,1,7,3,1,3,6,0,0.98,8.0,56.1,36.6,False,-1.428,0.487,80.0,279700.0,294929.0
2411,Suburbia,2Story,21242.0,1477.0,349.0,257.0,2003,2026,3,7,1,2,6,6,2,11.69,6.0,24.7,61.0,False,1.241,0.711,48.0,309200.0,290138.0
2412,Old Town,1.5Story,10046.0,1540.0,0.0,444.0,1985,2017,10,8,3,1,5,7,0,3.12,6.0,42.8,48.3,False,-0.913,0.751,32.0,290600.0,302580.0
2413,Hillcrest,1Story,12038.0,1783.0,2155.0,244.0,2013,2026,2,10,1,1,2,4,1,1.26,,43.7,55.0,False,-1.637,0.633,77.0,338300.0,361606.0
2414,Riverside,2Story,7277.0,2644.0,1171.0,436.0,1977,1989,6,1,1,2,3,3,0,3.63,7.0,54.3,108.0,False,-0.788,0.472,0.0,417500.0,443066.0
2415,Riverside,1.5Story,5724.0,2782.0,1007.0,564.0,1989,2012,7,2,1,1,6,7,1,4.44,1.0,44.9,66.2,False,-0.35,0.909,87.0,409500.0,404142.0
2416,Downtown,1Story,7259.0,2287.0,1067.0,619.0,1942,1960,8,10,2,0,5,9,0,6.41,1.0,49.9,74.5,False,-0.735,0.577,62.0,414400.0,435860.0
2417,Lakeside,2Story,10396.0,2032.0,,536.0,2002,2009,7,6,3,0,4,9,0,2.43,2.0,55.4,82.2,False,-0.965,0.521,82.0,416700.0,418942.0
2418,Riverside,SplitLevel,9343.0,2584.0,616.0,661.0,1967,1998,10,6,1,1,4,4,1,2.43,9.0,28.4,56.4,True,1.011,0.857,94.0,480300.0,455927.0
2419,Downtown,2Story,9331.0,1709.0,1682.0,0.0,2000,2013,7,5,1,2,2,3,2,4.47,7.0,78.0,87.4,False,-0.871,0.443,73.0,409100.0,406816.0
2420,Old Town,1Story,7517.0,1635.0,1227.0,423.0,1925,1947,9,4,3,1,6,9,2,0.94,4.0,42.1,74.8,False,-2.258,0.608,88.0,353000.0,348954.0
2421,Downtown,1Story,7109.0,1779.0,629.0,0.0,1933,1970,4,3,3,0,5,9,2,12.97,7.0,34.4,81.6,False,-0.35,0.329,63.0,332900.0,339449.0
2422,Lakeside,1Story,7609.0,1312.0,435.0,605.0,1911,1918,5,4,3,2,4,8,0,2.41,3.0,18.2,55.0,False,2.045,0.212,0.0,344300.0,344489.0
2423,Suburbia,1.5Story,10442.0,1754.0,733.0,,1985,2002,8,1,2,0,5,6,2,0.93,8.0,30.9,76.0,False,-1.064,0.46,37.0,353500.0,356126.0
2424,Downtown,2Story,10875.0,1235.0,818.0,521.0,1992,1999,9,3,3,0,4,7,0,11.56,4.0,43.0,67.8,False,-0.9,0.336,90.0,374300.0,370499.0
2425,Old Town,SplitLevel,5698.0,2414.0,1811.0,413.0,1935,1952,1,10,1,1,4,5,2,10.9,7.0,36.9,88.3,False,-0.404,0.038,22.0,390000.0,369519.0
2426,Suburbia,1Story,10581.0,2149.0,871.0,139.0,1948,1960,5,2,1,0,2,5,2,28.0,3.0,71.5,58.3,False,1.544,0.487,1.0,269700.0,274956.0
2427,Downtown,SplitLevel,6453.0,2636.0,450.0,530.0,1971,2008,9,8,2,1,4,6,2,11.09,1.0,27.2,104.6,False,-0.36,0.656,41.0,458100.0,467876.0
2428,Suburbia,SplitLevel,9548.0,954.0,925.0,0.0,1995,2007,2,1,2,1,6,7,1,1.86,10.0,48.6,74.1,False,-1.023,0.052,53.0,168200.0,234035.0
2429,Suburbia,SplitLevel,7577.0,2896.0,1061.0,,1938,1963,4,8,3,2,2,6,2,7.05,7.0,12.5,65.7,False,0.363,0.567,49.0,423200.0,411317.0
2430,Suburbia,1Story,14017.0,985.0,412.0,214.0,1961,1966,6,3,1,0,4,7,1,4.14,7.0,78.7,63.6,False,0.289,0.31,85.0,235900.0,240042.0
2431,Suburbia,1Story,7000.0,1191.0,1119.0,345.0,1923,1941,1,8,3,0,6,11,0,16.75,7.0,11.1,67.9,False,0.487,0.041,17.0,276100.0,272806.0
2432,Suburbia,1Story,8626.0,1509.0,1458.0,,2002,2026,10,5,2,2,4,5,1,19.02,9.0,76.5,56.7,False,-1.062,0.097,41.0,346400.0,340116.0
2433,Riverside,1.5Story,10020.0,2569.0,1008.0,652.0,2010,2026,4,8,2,2,2,5,0,3.0,1.0,32.3,80.0,False,-0.564,0.716,59.0,438900.0,412223.0
2434,Hillcrest,1Story,5968.0,1974.0,615.0,375.0,1993,2004,8,7,3,1,6,8,0,2.62,10.0,0.0,67.8,True,1.126,0.539,68.0,438800.0,427384.0
2435,Suburbia,1.5Story,7899.0,1716.0,728.0,288.0,2002,2026,5,6,2,2,2,3,0,8.45,5.0,62.0,103.0,False,0.409,0.956,84.0,317100.0,327858.0
2436,Old Town,2Story,7381.0,1414.0,253.0,518.0,1996,2026,5,8,1,2,4,6,0,0.46,6.0,36.6,60.2,False,0.809,0.682,23.0,258600.0,285732.0
2437,Riverside,SplitLevel,6769.0,1093.0,894.0,425.0,2005,2021,10,10,1,1,2,5,2,3.27,10.0,25.9,65.8,False,-0.054,0.963,88.0,373600.0,371737.0
2438,Suburbia,2Story,6947.0,2473.0,1081.0,586.0,1954,1993,9,6,2,2,3,7,2,17.55,9.0,47.8,60.2,False,1.056,0.285,97.0,409000.0,417737.0
2439,Hillcrest,SplitLevel,11959.0,2289.0,573.0,298.0,1925,1932,6,2,1,1,3,5,2,3.69,4.0,48.3,101.6,False,0.293,0.582,99.0,384400.0,390410.0
2440,Suburbia,2Story,6572.0,2594.0,1765.0,494.0,2021,2026,5,2,1,1,3,4,1,2.41,10.0,43.3,42.0,False,-0.524,0.559,4.0,382500.0,394868.0
2441,Old Town,2Story,9880.0,2068.0,1283.0,855.0,1900,1938,8,6,1,1,6,8,2,2.75,1.0,57.7,69.7,False,0.745,0.524,36.0,379800.0,386076.0
2442,Lakeside,SplitLevel,9046.0,500.0,197.0,422.0,1951,1990,7,5,2,2,4,6,0,1.11,2.0,40.1,73.6,False,-0.875,0.897,63.0,292700.0,299184.0
2443,Lakeside,SplitLevel,4969.0,1165.0,206.0,490.0,1991,2024,10,7,1,0,3,3,2,12.69,3.0,48.0,47.7,False,1.544,0.528,29.0,335100.0,336561.0
2444,Riverside,1.5Story,9718.0,2106.0,537.0,194.0,1999,2006,4,7,2,0,3,5,2,2.1,3.0,24.6,115.6,False,1.008,0.264,3.0,376100.0,384404.0
2445,Riverside,SplitLevel,4941.0,1647.0,1611.0,324.0,1986,1994,2,2,3,1,4,6,0,2.06,7.0,50.3,51.2,False,-0.293,0.702,26.0,295700.0,304569.0
2446,Riverside,2Story,10095.0,1543.0,1324.0,534.0,1961,1987,2,8,2,1,3,4,1,4.31,5.0,24.7,68.6,False,-0.185,0.265,4.0,360800.0,354288.0
2447,Downtown,SplitLevel,6785.0,1243.0,1632.0,407.0,2016,2018,6,10,3,0,6,10,0,4.0,9.0,12.5,98.3,False,0.132,0.083,73.0,427300.0,427356.0
2448,Hillcrest,1Story,8127.0,2371.0,954.0,558.0,1929,1969,4,4,2,1,3,7,0,5.33,7.0,30.9,61.2,False,-0.173,0.589,27.0,387500.0,387401.0
2449,Riverside,1Story,5151.0,2101.0,862.0,528.0,1917,1955,9,10,2,0,5,8,0,19.45,7.0,29.5,70.6,True,1.319,0.137,66.0,420000.0,420578.0
2450,Riverside,1Story,8458.0,2126.0,426.0,249.0,1979,2012,9,10,3,0,4,9,2,6.01,8.0,53.6,61.8,False,-0.539,0.714,1.0,372100.0,383133.0
2451,Suburbia,2Story,11209.0,1502.0,1097.0,622.0,1940,1979,2,5,2,1,3,5,0,1.0,5.0,5.9,67.0,False,-1.503,0.438,79.0,346300.0,328545.0
2452,Suburbia,1Story,6109.0,1947.0,868.0,261.0,1959,1968,10,8,3,0,4,8,1,9.63,4.0,56.9,87.5,False,-0.259,0.866,20.0,396100.0,370948.0
2453,Suburbia,1.5Story,6552.0,1114.0,851.0,338.0,1957,1993,7,10,2,1,2,3,2,5.78,2.0,22.5,60.4,False,0.753,0.405,23.0,316600.0,301228.0
2454,Suburbia,2Story,9501.0,1779.0,1630.0,497.0,1933,1943,3,9,3,1,4,7,2,5.19,9.0,0.0,22.0,False,1.015,0.396,15.0,328200.0,350060.0
2455,Suburbia,SplitLevel,9584.0,500.0,897.0,711.0,2025,2026,3,4,2,1,5,6,1,17.92,3.0,10.9,67.4,False,0.114,0.429,8.0,229900.0,238127.0
2456,Riverside,1Story,3457.0,988.0,1509.0,299.0,1948,1958,2,7,1,1,4,6,0,19.11,,28.8,69.1,False,-0.634,0.714,91.0,291500.0,282761.0
2457,Suburbia,2Story,16406.0,1673.0,283.0,484.0,1984,2015,5,6,1,2,2,3,1,14.96,8.0,43.9,71.5,False,-0.044,0.155,93.0,313100.0,322410.0
2458,Downtown,1Story,9750.0,3156.0,2079.0,485.0,1920,1958,1,5,3,1,4,8,0,0.5,4.0,32.3,64.7,False,-0.655,0.341,4.0,455000.0,463640.0
2459,Lakeside,2Story,10342.0,860.0,793.0,0.0,2024,2026,2,7,3,1,2,7,2,6.37,2.0,10.8,52.5,False,-2.305,0.268,27.0,277100.0,294067.0
2460,Riverside,2Story,7706.0,1166.0,1247.0,0.0,2024,2026,8,10,1,0,3,3,2,3.55,7.0,19.4,63.6,False,-0.852,0.388,61.0,350600.0,355042.0
2461,Suburbia,1.5Story,4233.0,1969.0,1314.0,395.0,1908,1932,5,1,2,2,5,7,0,6.13,4.0,11.1,99.8,False,0.51,0.912,56.0,358100.0,368253.0
2462,Suburbia,2Story,10261.0,2823.0,741.0,622.0,1981,2001,6,10,1,0,6,7,0,2.27,9.0,40.2,67.2,False,-0.271,0.631,67.0,400500.0,430086.0
